Time,reviews_id,Reviews,id_user,user name,order_id,items_id,shop_id,rating status,scores,shipping
Tue May 11 11:58:59 2021,4780603041,"Dép mang rất êm luôn. 
Shop đóng hàng cực kì cẩn thận và chắc chắn.
Giao hàng nhanh chóng nữa.
Mười điểm cho shopppp",96670061,t*****9,74319822280424,5551027793,32572002,1,5,vn
Fri Nov 12 21:51:04 2021,6565846688,"Giao hàng nhanh,đặt trưa hôm qua,hôm nay đã giao, dép mang hơi trơn,có mùi nhựa nhẹ.",124861217,t*****7,90299742230660,5551027793,32572002,1,5,vn
Sun Jul 25 18:39:46 2021,5485587965,"Giao hàng hơi lâu, gói hàng cẩn thận, dép siêu bền, phù hợp giá tiền",307510343,l.thanhzan,80385259390744,5551027793,32572002,1,5,vn
Sun Mar 14 10:27:00 2021,4291446729,"Dép dày dặn... Ném chó thì chắc chó chết luôn các bạn ạ :))))) ""I don’t trust words, I trust actions. People can tell you anything but actions tell you everything.""
""I don’t trust words, I trust actions. People can tell you anything but actions tell you everything.""",44923699,luongthuylinh240500,69000994328531,5551027793,32572002,1,5,vn
Sat Jun 26 14:25:08 2021,5195450958,"Dép đúng hàng thái sịn 
Chất lượng sản phẩm tuyệ vời
Hàng đẹp ...",358213383,b*****i,77802339144609,5551027793,32572002,1,5,vn
Sat Oct  9 20:34:15 2021,6227020099,"Đóng gói hàng cẩn thận, nước khử mùi hiệu qả xịt thử vào giày thấy khử mùi rất tốt, xịt lên chân cũng vậy nói chung chất lượng ok trong tầm giá 5sao cho shop",528405264,ngothuyhuyen1651,87479787368085,7080151437,178455705,1,5,vn
Tue Dec 14 10:06:38 2021,6893191282,Chất lượng sản phẩm tuyệt vời. Thời gian giao hàng rất nhanh. Shop phục vụ rất tốt. Rất đáng tiền.,48770644,p*****6,92978900159290,7080151437,178455705,1,5,vn
Sat Oct  9 16:28:32 2021,6224898103,"Dùng cũng lâu rồi h ms quay lại đánh giá cho shop nè 🥰 mình do đi làm nên mang giày hàng ngày nên mùi hôi giày rất khó chịu có em này dùng là hết ý luôn, khử mùi hiệu qả lắm ạ, mình ko cần thơm khử mùi đc là hết ý rồi . Sẽ ủng hộ tiếp vào lần sau",549191504,dangtragiang312740,87384095087179,7080151437,178455705,1,5,vn
Wed Sep 15 18:28:41 2021,5998464734,"Ban đầu mùi hơi nồng, nhưng dc cái khử mùi tốt về sau thơm mùi quế cũng rất dễ chịu, shop nói chuyện tư vấn nhiệt tình dễ thương sẽ giới thiệu bạn bè ủng hộ",499226890,dokhanhly822481,85389885196987,7080151437,178455705,1,5,vn
Sat Nov 13 12:07:12 2021,6570451616,khử mùi siêu tốt luôn ạ. xit 1 lần đc cho cả ngày luôn mn ơi v:,120430725,dauhaquan,89308015281039,7080151437,178455705,1,4,vn
Mon Nov 22 22:22:04 2021,6685714875,"Chai xịt cũng thơm, mới dùng thử hai lần thấy thơm lúc xịt thôi, còn đi về mồ hôi chân ra vẫn hôi giày như thường. Hi vọng dùng nhiều nó cải thiện",107301275,ha_nhien_0601,90263072345434,7080151437,178455705,1,5,vn
Sat Jan  8 23:55:41 2022,7164258387,"dép xinh vừa fom chân, thật tuyệt nói chung vừa cái chân ôm khíp lẹt",517531534,hieutrwniy,95122895576295,10102835122,425622717,1,5,vn
Mon Nov 22 19:34:20 2021,6684152771,"Mình thấy sản phẩm khá đẹp, đế rất mềm thấy hài lòng với số tiền mình bỏ ra lúc đầu mình đọc 1 sao mình cũng thấy lo về sản phẩm mình đặt mua nhưng nhận về không hối hận nên mình chụp ảnh để mn tham khảo và nhận xu đây.
Cảm ơn shop đã cho mã giảm giá mua hàng lần sau. nhất định sẽ quay lại mua hàng",517507211,daophanimug,91066980066517,10102835122,425622717,1,5,vn
Tue Dec 21 17:24:31 2021,6988277924,"Đẹp y hình nhé, mềm k đau chân, lên phom đẹp, shop tư vấn nhiệt tình",48520540,anhthu130,93155687586501,10102835122,425622717,1,5,vn
Thu Oct 21 08:30:47 2021,6353512031,"Sản phẩm đẹp, form vừa, còn chất lượng bền thì chưa biết, đế mềm, rất đáng để mua, sẽ ủng hộ shop tiếp",35282352,h*****0,87578935160045,10102835122,425622717,1,5,vn
Fri Oct 22 14:50:00 2021,6367557870,Hàng rất Ok Rất đẹp nha..Mọi ng nên mua..Hình ảnh kh liên quan vì chỉ mang tính chất nhận xu,219259717,thutrangtrang0105,87549175453274,10102835122,425622717,1,5,vn
Tue Jul  6 11:59:19 2021,5285349908,"Oa, mình ko nghĩ rằng với số tiền như này lại được sản phẩm ưng ý đến vậy. 
Mẫu mã sản phẩm rất đẹp, chất lượng thì ko phải bàn, đường nét tinh xảo. 
Dịch vụ chăm sóc khách hàng của shop chú đáo, nhiệt tình, tỷ mủ, tận tâm.
Cảm ơn shop, mình sẽ ủng hộ shop nhiều nhiều, tks./.",101641606,ngocthu3700,79118510559818,10102835122,425622717,1,5,vn
Sat Nov 13 08:45:50 2021,6568524831,Thấy ghi tặng mà có thấy tặng đâu chỉ có 12 sticker có sẵn ở mục mua dépp,284818501,m*****4,89894944171562,2673159278,153722071,0,2,vn
Wed Dec 29 11:26:19 2021,7063872986,Sticker rất xinh và nhiều nha. Mình dán bừa lên nhưng vẫn xinh 😂😂,164981572,t*****7,92986084408627,2673159278,153722071,1,5,vn
Tue Dec 21 23:31:07 2021,6991978741,"•	Sản phẩm rất xinhđẹp tuyệt vời, tôi không thể trông đợi gì hơn. Cảm ơn nhà cung cấp, nhà sản xuất, cảm ơn người bán hàng, cảm ơn sàn thương mại điện tử, cảm ơn người vận chuyển để tôi có cơ hội dùng sản phẩm tốt như thế này.

•	Hàng đóng gói rất đẹp. Quả nhiên người bán đã gửi gắm rất nhiều tâm tư",27763667,trangtrang_18925,93578430397775,2673159278,153722071,1,5,vn
Wed Dec 15 22:33:52 2021,6917926469,"Dép đi vừa chân 
Chất liệu cứng quá đi 
Đi bị nặng ý Chắc bỏ sticker",114563846,m*****0,92943786346932,2673159278,153722071,1,4,vn
Thu Dec 16 13:25:00 2021,6924590139,"Shop giao đúng hàng, giao hàng nhanh. Chất lượng sản phẩm phù hợp với giá tiền, shipper thân thiện.",209271625,g*****1,93152678599256,2673159278,153722071,1,5,vn
Thu Dec 16 10:39:05 2021,6922320843,"Sticker xinh, khá chắc chắn, dễ thương. Dễ tháo lắp, hình nhỏ xinh đáng yêu",149555970,miemie.nguyen.56,92941731311293,2673159278,153722071,1,5,vn
Tue Dec 14 10:03:17 2021,6893157740,"giày cực kì đáng tiền 
vì chân mình bị to bê ngang nên đã đặt lớn hơn 1 sz và may mắn là nó vừa chân
đi cực đẹp
giao hàng siêu nhanh, đặt trưa 12/12 mà sáng 14/12 đã có hàng về",545973286,n*****1,92986311135304,13629878929,22130260,1,5,vn
Mon Nov 15 12:43:09 2021,6596137550,"Nhận hàng cực kỳ thích luôn , giao hàng cũng khá nhanh , lần sau sẽ tiếp tục ủng hộ shop",85937413,thuylinh291217,90334129364901,13629878929,22130260,1,5,vn
Wed Dec 29 11:08:25 2021,7063693525,Giày xinh xỉu luôn ấy 🥰🥰 trước ra tận cửa hàng mua 1 đôi cv trắng cổ thấp của shop rồi nhưng giờ dịch lười nên mua qua đây 12.12 đc giá hời quá.,176296690,h*****6,92943710197830,13629878929,22130260,1,5,vn
Sun Dec 26 02:23:29 2021,7033050659,"Giày xịn, chuẩn bị hàng và giao hàng hơi lâu
Giày đẹp, cứng cáp, hack chiều cao",53188384,x*****_,93009459547709,13629878929,22130260,1,5,vn
Sun Dec 26 23:13:04 2021,7040507817,Trời ạ. Mua có 1 đôi dây giày mà shop gói hàng siêu có tâm. Chúc shop đông khách nha 😁😁,203933924,hoaino95,93172875490084,13629878929,22130260,1,5,vn
Sun Nov 14 17:48:45 2021,6586901074,Màu lên đẹp và chuẩn lun ạ~ rất ưngg,82294558,tuyenofj_1993,90318777266187,13629878929,22130260,1,5,vn
Fri Jan  7 23:28:40 2022,7154555370,"Chất lượng sản phẩm oki,mọi người nên mua hàng đẹp giống hình ảnh,giao nhanh
 /-strong  /-strong  /-strong  /-strong  /-strong  /-strong  /-strong  /-strong  /-strong  /-strong  /-strong  /-strong  /-heart  /-heart  /-heart  /-heart  /-heart  /-heart  /-heart  /-heart  /-heart  /-heart",517509725,liennhanuirs,95125134044519,7694106661,316802396,1,5,vn
Wed Nov 17 06:03:18 2021,6620076515,Hình ảnh chỉ mang tính chất nhận xu.giao hàng nhanh đúng như hình mọi ng nên chọn tăng nên 1 size,328591417,buithuy031196,90334943148297,7694106661,316802396,1,5,vn
Mon Oct 18 12:01:15 2021,6323540056,"Chất lượng giày phù hợp với giá mỗi tội hơi cứng chút
Đi lên cũng khá đẹp đấy nhung k đc êm.",527549284,phamnguyenub286,88048118051171,7694106661,316802396,1,5,vn
Sun Oct  3 21:48:34 2021,6171171999,"Hình ảnh mang tính chất nhận xu nhưng mà giày rất đẹp nha nhưng giày đi hơi cứng với nhỏ nữa ai mà chân to thì nên đặt size to lên một chút NHA
Hàng giống hình",535709962,thanhhuyenubn9,85891721334668,7694106661,316802396,1,5,vn
Thu Sep 16 21:53:28 2021,6012796515,Lần đầu tiên mua hàng của shop nhưng hàng rất ok.đáng đồng tiền bát gạo.giày teem lắm luôn,498054340,luuthuy371981,85031746302972,7694106661,316802396,1,5,vn
Fri Jan 14 10:35:16 2022,7212225045,"giày rất đẹp, giao hàng siêu nhanh luôn, nhưng h mình ms rảnh để vào đánh giá cho shop, giày đi êm mà k sợ đau chân, oke lắm luôn, k ngờ chất lựng tốt mà rẻ  á, rất đáng mua nhé mn 😊😊😊",517501297,phathuynhjojb,94317457255355,7694106661,316802396,1,5,vn
Wed Dec 22 14:34:38 2021,6997836575,"Zitztuzuamyeatjakyyzuts5liaulaykryayruzjtseula52a6ryztjstixykxia63auxiydi5si5cgkaeya6kax64alyc, 4k6rs47dit363 sơ sơ 6ydydtkauyrk52suksk64Ykrzm",563798550,luong30102009,93017317304387,12145208968,241280710,1,5,vn
Sun Dec 19 08:28:14 2021,6960359495,"Hình ảnh mang tính chất minh hoạ, săn sale 1k nên cũng ưng ,cảm ơn shop nhiều, dép khá đẹp và đúng size",225407452,p*****1,92943177338296,12145208968,241280710,1,5,vn
Sat Jan  1 01:40:23 2022,7089933885,Giao hàng nhanh. Săn sale nên giá OK. Giày cũng tạm ổn. Nói chung OK. Cho shop 5*nhé . Nên mua nhé mn ....,199305441,nghia5530,94276898241550,12145208968,241280710,1,5,vn
Thu Dec 16 17:27:56 2021,6927996815,Mình không thể tin là mình mua đôi này 14k luôn ấy ạ. Mình mua đợt sale 12.12 nè. Mình snghi shop sẽ gửi cho mình đôi không chất lượng. Nhưng mà không thể tin là 14k quá ok luôn đó. Chất lượng vượt so với giá tiền.🥰 sẽ ủng hộ tiếp,51376273,_haan_2705_,92943350363659,12145208968,241280710,1,5,vn
Thu Nov 11 23:45:09 2021,6555884446,Giao hàng nhanh lắm nhen❤️❤️ hàng đẹp đã mua nhiều rồi ❤️rất OK nhen giá quá rẻ,470366723,b*****5,90092892103809,12145208968,241280710,1,5,vn
Wed Dec 29 15:13:25 2021,7066157004,"Ai tin đôi này 12k chết liền luôn á,lúc đầu chọn ngẫu nhiên sợ là về mẫu xấu, ai dè chọn ngẫu nhiên mà đẹp xỉu, cao lắm, mang sợ té thiệt luôn á, mà đẹp quá đẹp , lúc đầu chọn size 39 nhớ lại size 37 mới vừa nt cho shop nhưng shop kh đổi size đc nên cũng hơi buồn,nhưng cho 100đ vì giày quá đẹp",119403927,n*****2,94314127236461,12145208968,241280710,1,5,vn
Mon Nov 15 11:57:10 2021,6595449693,"Chất bông ok khá ấm, dáng dép tạm ổn k đẹp lắm
Chân mình sz 39 đi size nam thì vừa còn size nữ thì nhỏ
Màu sắc đẹp hơn trong ảnh, shop tư vấn nhiệt tình",317570875,mm.maii,90343052325682,6657431264,64585204,1,4,vn
Thu Oct 21 08:59:48 2021,6353745971,"Dép màu nào cũng xinh lắm nèkkkk
Shop rất tâm lí khi chọn màu ngẫu nhiên mà giao đúng của một gia đình lunnn🥰
Điểm cộng nữa là đế xốp và giao siu nhanh",202539081,quyen_04_10_2002,88124964122977,6657431264,64585204,1,5,vn
Fri Dec 10 22:57:41 2021,6859361033,"Mình mua lần 2 bên shop rồi, nói chung là ưng ts lắm, mua về rồi bác hỏi thăm lại đặt mua hộ.",69172796,nttrang2721,92629483163295,6657431264,64585204,1,5,vn
Sat Nov 27 10:05:41 2021,6729672535,"Hàng đảm bảo chất lượng.đúng như trong ảnh,mình sẽ ủng hộ shop thêm",337700774,tuoi11223344,91369621041981,6657431264,64585204,1,5,vn
Thu Dec  2 13:10:18 2021,6778461195,"Quá xinh chai nhỏ gọn rất tiện, mùi thơm nhè nhẹ , bám lâu, cực thich mùi này, săn đc giá rẻ nữa, cực iu, sau dùng hết sẽ ủng hộ shop, giao hàng nhanh, good.",69049627,thoathoavvvvvvv,91725390154408,6657431264,64585204,1,5,vn
Sat Dec  4 01:02:46 2021,6794015274,Dép đi ấm đẹp rẻ nhưng mang cũng chất lượng lắm nha mn dép là bên shop chọn màu ngẫu nhiên cho mình,341458006,nguyenthilevy98.,91464816404504,6657431264,64585204,1,5,vn
Thu Nov  4 15:06:10 2021,6485824904,"Uây uây ...... phải gọi là đep như hoa hậu ý, đẹp lắm luôn, đi lên chân rất gọn, mũi ni viền da, shop tư vấn rất ok, rep tin nhắn nhanh 5* quả thật cũng không đủ cho shop nữa thạnks shop và sẽ còn ủng hộ shop dài dài !
Mình mua hẳn 2 đôi khác màu đi thay đổi luôn, vì giá qá rẻ kaka",71706814,v*****2,89568744313586,10866755727,577109812,1,5,vn
Thu Nov  4 21:35:56 2021,6489404939,"Cứ nghĩ dịch giao lâu ai ngờ nhanh ko tưởng mới 2 ngày đã đến. Đặt nhầm size và có gọi điện thì Shop đổi cho mình luôn, anh chủ nhiệt tình còn tặng tất. Đi rất thích mềm, êm chân đáng để mua nhé mọi người shop vẫn cho miếng để giữ form giày",62289411,khaheomap,89564418290686,10866755727,577109812,1,5,vn
Sat Nov  6 22:51:07 2021,6508360585,"Hàng rất ưng ý luôn nha mặc dù dịch nhưng shop vấn giao rất nhanh, hàng oke, chấp lượng hơn mình tưởng tượng phù hợp với giá tiền, màu sắc thì xuất sắc luôn có box hẳn hoi, shop tận tình và chu đáo với khách hàng lắm, đáng giá shop 5⭐. Mong shop tiếp tục phát huy nhé!!✨Hình ảnh mang tính chất lấy Xu",338937337,v*****7,89833165161907,10866755727,577109812,1,5,vn
Sat Nov  6 23:16:15 2021,6508484375,"Giá rẻ mà nhận được đôi đẹp quá, chất vải này nhìn sang và đẹp hơn hẳn cái loại da bóng bóng ý, đẹp giao nhanh rất thỏa mãn ❤❤❤❤😊😊
 Mình có mua kèm cả vớ và dây nhiều màu, mỗi hôm đổi 1 màu dây nó mới chất kaka
đi học mà ai cũng nhìn ý. thích quá",439268892,chinhaccent041290,89832015480103,10866755727,577109812,1,5,vn
Thu Nov  4 22:26:57 2021,6489765943,"Giao nhanh lắm ý, cứ nghĩ giá rẻ nên ko quan tâm chất lượng. Ai ngờ chất lượng siêu đỉnh luôn. hỏi ra mới biết anh chủ giảm giá để xin đánh giá, tư vấn nhiệt tình. cho 5sao luôn. tặng cả tất khử mùi luôn, nên mua nhé mn",462178900,minhanh57899,89566741132936,10866755727,577109812,1,5,vn
Fri Nov  5 08:22:11 2021,6491768216,"Xịn từ ngoài vào trong lun, k bị móp méo đầy đủ bill hộp, bên trong có giá để đỡ giày, chỉ có điều là giày hơi rộng với chân mik mong đi tất vào sẽ vừa, giày cũng hơi cứng. Với giá dưới này mà đc đôi giày này thì ko đòi hỏi j nữa, xịn xò",559493251,zmxxg_nj1y,89562192326171,10866755727,577109812,1,5,vn
Wed Jan 19 12:26:35 2022,7256517972,"Giao hàng nhanh ko tưởng, dep mềm êm xuất sắc nên mua nhé mọi người",773909,phuchoai87,96053321257853,3508773913,59865989,1,5,vn
Wed Dec 15 11:07:50 2021,6907760209,"Lần thứ 2 mua ở shop rồi
Vẫn ưng ý như lần 1 
Giao hàng nhanh cực, từ hcm ra hnoi mất 3 ngày
Giao đúng đủ mẫu 
Sẽ quay lại mua tiếp vì bé nhà mình rất thích ô tô",20706908,p*****0,92945213432896,3508773913,59865989,1,5,vn
Fri Dec 17 11:43:49 2021,6937451388,"Sản phẩm tốt. Chất lương ok giao hàng ok, giá thành rẻ, rất đáng để thử",97851504,c*****5,92904600189781,3508773913,59865989,1,5,vn
Fri Nov 19 11:36:06 2021,6649021309,Trời ơi siêu dễ thương luôn nha các mom 🥰🥰🥰🥰🥰 shop giao hàng siêu nhanh luôn,27490927,dang_tu_hue,90904858237446,3508773913,59865989,1,5,vn
Sat Jul 24 01:48:39 2021,5470889282,Đẹp đúng mẫu djsnshjdjdnsnsnsnnsnđxnxnxnxjxnxbxbxdhhđhhđ,88958057,_*****_,79984079478015,3508773913,59865989,1,5,vn
Wed Nov 18 11:44:36 2020,3416468218,"Hàng sale lẻ size 145K
Shop còn vài đôi lẻ size mẫu này. Mẹ nào cần lấy giúp em nhé. Hàng mới, đầy đủ hộp. Hàng thanh lý em ko nhận đổi trả, mẹ vui lòng đo chân bé giúp em nha.
Size 21 (5) tương đương dài chân bé 13.5cm
Size 22 tương đương dài chân bé 14cm",265319523,ghkids.sg,58897492328487,3508773913,59865989,1,5,vn
Mon Jan 10 16:07:17 2022,7177638880,ok nhưng hộp đựng dơ quá chân mình bé mang vô nhìn giống chân voi là sao khum hiểu luôn 🤡🤡🤡🤡🤡🤡🤡🤡🤡🤡🤡🤡🤡🤡🤡🤡🤡🤡🤡🤡🤡🤡🤡🤡🤡🤡🤡🤡🤡🤡🤡,34818457,maiphuongquyen,95130516097135,13330903444,565808016,1,5,vn
Wed Jan 19 22:12:07 2022,7262222646,"Dép cũng ok, nma mắc hơn so với thị trường, mua chợ thì cũng hàng shopee loại rẻ nên lên shopee thấy shop bán giá cao hơn nma chất lượng vẫn như đôi trc đặt. Dép thì đẹp tại chân mình bth nên mang nhìn hơi đen, chân trắng mang đẹp",12636472,x*****6,95440070173269,13330903444,565808016,1,5,vn
Wed Jan 12 16:09:26 2022,7196411997,"Hàng depppp
Sẽ ủng hộ tiếp 😍😍😍😍😍
Nen mua nha chị emmmmnmnmmmmm",465504269,2fs2elpswz,95093808037321,13330903444,565808016,1,5,vn
Tue Nov 23 22:27:03 2021,6696134164,"Rất ưng! Đep sang , quai chắc chắn. Giá cả hợp lý, chúc shop buôn may bán đắt",581689738,e81zhiahqz,90774567071617,13330903444,565808016,1,5,vn
Sun Jan  2 20:08:19 2022,7102059026,"Hàng y hình mang rất êm và chắc, shop giao hàng nhanh cực, rất nên mua nha mọi người ơiiiiiii. Đánh giá này mang tính chất nhận xu 🤓🤓🤓💗🤓💗🤓💗💗💗💗",9296869,thanhdieu15799,94617266554562,13330903444,565808016,1,5,vn
Sat Dec  4 17:40:42 2021,6800087933,"Dép quai mềm ko cứng dễ đi , shop giao hàng nhanh cho shop 5 sao",610900023,khanhvan878,92153004011804,13330903444,565808016,1,5,vn
Wed Aug 25 18:50:28 2021,5790082567,"Ảnh + video mang tính chất nhận xu , nma sticker nhỏ nhỏ xinh xinh mà có tận 11 cái lận 😆",506912307,nha207kk,82137252318520,9723952980,155565058,1,5,vn
Thu Dec  2 15:28:53 2021,6779627952,"Đẹp nha mọi người , nhưng tui đang tìm cách lắp vào dép",596835384,er9q24izm4,91075589235417,9723952980,155565058,1,5,vn
Sun Oct 17 12:52:11 2021,6314044239,"Shop giao đủ nè, hàng xing, ship tầm 1-2 ngày, hbhjhbjcodsdtiryodtkdgkclxgkcskdyksykdkgdkgdkgdkydkydyk",450276985,ngthi.anktkuu0410,87962746087121,9723952980,155565058,1,5,vn
Wed Sep 29 22:31:41 2021,6135413047,ccross đẹp giao hàng nhanh. lần sau mua dép sẽ ủng hộ shop tiếp.,88902942,thathuhihi,85381837052220,9723952980,155565058,1,5,vn
Tue Sep  7 01:17:16 2021,5899356464,Jb khà là đẹp kh bị lỗi hay bị lỏng đâu mọi người ạ shipper thân thiện dù là đơn 1k thôi nhưng vẫn giao ạ,527784952,t*****0,84343016079678,9723952980,155565058,1,5,vn
Mon Nov 15 20:26:55 2021,6603400513,"Mặc dù hàng 1k nma shop giao hàng đầy đủ 
10đ cho sự uy tín của shop 
M.n nên mua ạ
Hình ảnh và video trên mang tính chất nhận xu ạ",585397226,,90289838195279,9723952980,155565058,1,5,vn
Thu Oct 21 23:40:03 2021,6362201021,Chưa dùng thử nhưng nhìn có vẻ ok. Để dùng thử nếu ok thì sẽ quay lại mua típ.,111088175,v*****0,87579775241888,1744160502,98999816,1,5,vn
Sun Oct 10 13:15:58 2021,6232468217,"Gói được hút chân không nên chắc để đc khá lâu, chưa dùng nên chưa biết chất lượng thế nào",60007194,k*****e,84869715121166,1744160502,98999816,1,5,vn
Mon Jul  5 15:00:19 2021,5277603244,Lần đầu xài loại hút ẩm này cũng ko rõ chất lượng kéo dài bao lâu. Nhưng nhìn mẫu mã đóng gói của sản phẩm sang trọng đẹp mắt thì chắc là hàng tốt nha. Shop có Hdsd chi tiết. Mua được giá sale rất ưng ý. Shop đóng gói sản phẩm đẹp và chắc chắn. Giao hàng khá nhanh. Sẽ còn quay lại ủng hộ tiếp tục,82649142,nhannguyen9000,78557154510939,1744160502,98999816,1,5,vn
Wed Jul 21 20:32:29 2021,5449785901,Hình ảnh và video chỉ mang tính chất minh họa và kiếm xu hihi...,140008328,trangxg1,80150962130430,1744160502,98999816,1,5,vn
Mon May 31 19:44:09 2021,4943833052,"4 túi hút ẩm khá to, ko thấy có mùi thơm gì, dùng đc bao lâu thì chưa biết, trước mắt để vào giày xem thế nào",76321442,miloducdang123,75877719378104,1744160502,98999816,1,5,vn
Wed Jun  9 17:17:24 2021,5026411497,Gói hút ẩm khử mùi giống trong ảnh. Đóng gói sản phẩm rất cẩn thận..!,13966279,s*****2,76655966648481,1744160502,98999816,1,5,vn
Tue Apr 27 17:40:33 2021,4646169659,"Shop giao hàng nhanh 
Giầy nhẹ êm chân mềm mại mang dễ chịu
Giá rất rẻ vv....................ok",52094241,lyhonghanhjessica,72950037126456,2562748899,165677323,1,5,vn
Thu Oct 22 14:32:20 2020,3237024195,"Loại này mềm,nhẹ,mang bền nữa,mình mua luôn 3 đôi để tặng,shop giao hàng cho bên vận chuyển khá là lâu,nên hàng đến tay mình không đúng dự kiến,hơi bùn xíu ạ",173992200,thuytienhuynh96,56698150524175,2562748899,165677323,1,5,vn
Wed Aug 26 14:25:05 2020,2901291194,Nhờ có voucher suốt ngày mua hàng của shoppe.riết rồi ông shipper quen mặt luôn,60607894,s*****c,50548627625563,2562748899,165677323,1,5,vn
Fri Aug 21 19:02:38 2020,2878923902,"Giao hàng như hình đúg mẫu đúng size, có điều hình như shop k muốn bán thì phải, cứ đặt là shop lại nghĩ bán loại đó hoặc tăng giá, chả hiểu sao :))",118807478,l*****c,51351347653318,2562748899,165677323,1,4,vn
Mon Aug 24 21:24:03 2020,2893393551,Hàng y hình.chất nhẹ đi thích nhé. Ủng hộ shop lần  sau. Hhdjdjdj,159339543,phanthianh_86,51718090143416,2562748899,165677323,1,5,vn
Fri Mar 12 19:47:25 2021,4280920813,Dáng le ưng ý lắm tu nhien thay vệt hong o ngoai lem ra. Tuc ge k bk sao nua ,349496950,i0biu6_zkq,68998091469211,2562748899,165677323,0,3,vn
Sat Jan 22 13:17:27 2022,7285623474,Nên mua nha đẹp đúng như hình OK lắm lun nói chung là ổn đáng mua,646309154,g*****y,96170499321136,7972983014,240933938,1,5,vn
Thu Nov 11 21:19:36 2021,6554722216,Giày đẹp so với giá rất nhiều. Nên mua nha mọi người. Ưng lắmmmm,38379591,h*****u,89808534115964,7972983014,240933938,1,5,vn
Tue Jul 20 20:30:16 2021,5440206187,"Giày xinh lắm
Ngoài xinh hơn ảnh nhiều
Mua đi đừng nghĩ ngợi :))",62086977,picchi.order,80245677259794,7972983014,240933938,1,5,vn
Tue Jul 20 14:18:25 2021,5437123630,"Giày đẹp,from hơi nhỏ 1 tý. Hình ảnh mang tính chất nhận xu không",25482925,bebunguyen,80064434383350,7972983014,240933938,1,5,vn
Mon Mar  8 09:49:49 2021,4240006646,"Màu trắng hơi dễ sơ, mang tôn dáng, đẹp êm chân.
Đóng gói chắc chắn",68773477,ho_su,68449320304926,7972983014,240933938,1,5,vn
Tue Jun  8 20:45:09 2021,5017222316,"Giày êm chân, chân ốm mà giày vừa ôm chân rất đẹp. Không bị hở kẽ chân.",177571787,thuhuongsunny,76691039127608,7972983014,240933938,1,5,vn
